理科,670,101,101
理科,669,13,114
理科,668,12,126
理科,667,lL,137
理科,666,19,156
理科,665,18,174
理科,664,25,199
理科,663,18,217
理科,662,25,242
理科,661,30,272
理科,660,30,302
理科,659,24,326
理科,658,33,359
理科,657,29,388
理科,656,32,420
理科,655,40,460
理科,654,46,506
理科,653,57,563
理科,652,46,609
理科,651,53,662
理科,650,68,730
理科,649,70,800
理科,648,72,872
理科,647,83,955
理科,646,74,1029
理科,645,88,1117
理科,644,92,1209
理科,643,94,1303
理科,642,103,1406
理科,641,96,1502
理科,640,132,1634
理科,639,109,1748
理科,638,109,1852
理科,637,133,1985
理科,636,153,2138
理科,635,162,2300
理科,634,164,2464
理科,633,187,2651
理科,632,173,2824
理科,631,180,3004
理科,630,198,3202
理科,629,193,3395
理科,628,231,3626
理科,627,195,3821
理科,626,219,4040
理科,625,244,4084
理科,624,243,4527
理科,623,253,4780
理科,622,269,5049
理科,621,297,5346
理科,620,282,5628
理科,619,308,5936
理科,618,304,6240
理科,617,316,6556
理科,616,367,4923
理科,615,364,7287
理科,614,296,7583
理科,613,375,7958
理科,612,392,8350
理科,611,386,8736
理科,610,379,9115
理科,609,408,9523
理科,608,437,9960
理科,607,443,10403
理科,606,432,10835
理科,605,420,11255
理科,604,484,11739
理科,603,436,12175
理科,602,557,12732
理科,601,523,13255
理科,600,532,13787
理科,599,562,14349
理科,598,578,14927
理科,597,543,15470
理科,596,596,16086
理科,595,613,16679
理科,594,656,17335
理科,593,684,18019
理科,592,679,18698
理科,591,666,19364
理科,590,671,20035
理科,589,646,20681
理科,588,690,21371
理科,587,689,22060
理科,586,748,22803
理科,585,714,23517
理科,584,769,24286
理科,583,686,24972
理科,582,770,25742
理科,581,764,26506
理科,580,799,27305
理科,579,783,28088
理科,578,820,28908
理科,577,806,29714
理科,576,843,30557
理科,575,881,31438
理科,574,869,32307
理科,573,851,33158
理科,572,846,34004
理科,571,803,34807
理科,570,907,35714
理科,569,821,36535
理科,568,933,37468
理科,567,898,38366
理科,566,918,39284
理科,565,990,40274
理科,564,965,41239
理科,563,923,42162
理科,562,964,43126
理科,561,935,44061
理科,560,949,45010
理科,559,921,45931
理科,558,979,46910
理科,557,1021,47931
理科,556,1013,48944
理科,555,975,49919
理科,554,1009,50928
理科,553,1053,51981
理科,552,1033,53014
理科,551,1054,54068
理科,550,981 ,55049
理科,549,1020,56069
理科,548,1024,57098
理科,547,994 ,58087
理科,546,1030,59117
理科,545,1090,60207
理科,544,1045,61252
理科,543,1025,62277
理科,542,1093,63370
理科,541,1000,64370
理科,540,1032,65402
理科,539,1063,66465
理科,538,1024,67489
